as_of,country_iso3,market,external_debt,macro,climate,composite
2023-03-31,IND,9.67,3.23,27.93,52.4,23.31
2023-04-30,IND,8.7,3.23,27.93,52.4,23.07
2023-05-31,IND,8.46,3.23,27.93,52.4,23.01
2023-06-30,IND,7.19,3.23,27.93,52.4,22.69
2023-07-31,IND,33.99,2.9,36.2,52.4,31.37
2023-08-31,IND,36.17,2.9,36.2,52.4,31.92
2023-09-30,IND,33.05,2.9,36.2,52.4,31.14
2023-10-31,IND,46.86,2.9,36.2,52.4,34.59
2023-11-30,IND,36.69,2.9,36.2,52.4,32.05
2023-12-31,IND,32.51,2.9,36.2,52.4,31.0
2024-01-31,IND,22.98,2.9,36.2,51.84,28.48
2024-02-29,IND,19.22,2.9,36.2,51.84,27.54
2024-03-31,IND,14.51,2.9,36.2,51.84,26.36
2024-04-30,IND,15.38,2.9,36.2,51.84,26.58
2024-05-31,IND,14.69,2.9,36.2,51.84,26.41
2024-06-30,IND,22.51,2.9,36.2,51.84,28.36
2024-07-31,IND,25.28,3.69,33.81,51.84,28.66
2024-08-31,IND,27.4,3.69,33.81,51.84,29.19
2024-09-30,IND,26.18,3.69,33.81,51.84,28.88
2024-10-31,IND,14.65,3.69,33.81,51.84,26.0
2024-11-30,IND,19.06,3.69,33.81,51.84,27.1
2024-12-31,IND,20.33,3.69,33.81,51.84,27.42
2025-01-31,IND,23.56,3.69,33.81,51.82,28.22
2025-02-28,IND,21.11,3.69,33.81,51.82,27.61
2025-03-31,IND,25.15,3.69,33.81,51.82,28.62
2025-04-30,IND,40.06,3.69,33.81,51.82,32.34
2025-05-31,IND,30.58,3.69,33.81,51.82,29.98
2025-06-30,IND,22.44,3.69,33.81,51.82,27.94
2025-07-31,IND,5.6,4.22,34.01,51.82,23.91
2025-08-31,IND,11.99,4.22,34.01,51.82,25.51
2025-09-30,IND,11.7,4.22,34.01,51.82,25.44
2025-10-31,IND,18.42,4.22,34.01,51.82,27.12
2025-11-30,IND,23.48,4.22,34.01,51.82,28.38
2025-12-31,IND,24.18,4.22,34.01,51.82,28.56
2026-01-31,IND,19.28,4.22,34.01,51.44,27.24
2026-02-28,IND,20.08,4.22,34.01,51.44,27.44
2026-03-31,IND,33.69,4.22,34.01,51.44,30.84
2026-04-30,IND,20.43,4.22,34.01,51.44,27.52
2026-05-31,IND,16.39,4.22,34.01,51.44,26.51
2026-06-30,IND,11.95,4.22,34.01,51.44,25.41
2000-01-31,KAZ,,,,15.28,
2000-02-29,KAZ,,,,15.28,
2000-03-31,KAZ,,,,15.28,
2000-04-30,KAZ,,,,15.28,
2000-05-31,KAZ,,,,15.28,
2000-06-30,KAZ,,,,15.28,
2000-07-31,KAZ,,,,15.28,
2000-08-31,KAZ,,,,15.28,
2000-09-30,KAZ,,,,15.28,
2000-10-31,KAZ,,,,15.28,
2000-11-30,KAZ,,,,15.28,
2000-12-31,KAZ,,,,15.28,
2001-01-31,KAZ,,,,14.64,
2001-02-28,KAZ,,,,14.64,
2001-03-31,KAZ,,,,14.64,
2001-04-30,KAZ,,,,14.64,
2001-05-31,KAZ,,,,14.64,
2001-06-30,KAZ,,,,14.64,
2001-07-31,KAZ,,12.27,42.98,14.64,23.3
2001-08-31,KAZ,,12.27,42.98,14.64,23.3
2001-09-30,KAZ,,12.27,42.98,14.64,23.3
2001-10-31,KAZ,,12.27,42.98,14.64,23.3
2001-11-30,KAZ,,12.27,42.98,14.64,23.3
2001-12-31,KAZ,,12.27,42.98,14.64,23.3
2002-01-31,KAZ,,12.27,42.98,12.48,22.58
2002-02-28,KAZ,,12.27,42.98,12.48,22.58
2002-03-31,KAZ,,12.27,42.98,12.48,22.58
2002-04-30,KAZ,,12.27,42.98,12.48,22.58
2002-05-31,KAZ,,12.27,42.98,12.48,22.58
2002-06-30,KAZ,,12.27,42.98,12.48,22.58
2002-07-31,KAZ,,13.78,38.65,12.48,21.64
2002-08-31,KAZ,,13.78,38.65,12.48,21.64
2002-09-30,KAZ,,13.78,38.65,12.48,21.64
2002-10-31,KAZ,,13.78,38.65,12.48,21.64
2002-11-30,KAZ,,13.78,38.65,12.48,21.64
2002-12-31,KAZ,,13.78,38.65,12.48,21.64
2003-01-31,KAZ,,13.78,38.65,11.58,21.34
2003-02-28,KAZ,,13.78,38.65,11.58,21.34
2003-03-31,KAZ,,13.78,38.65,11.58,21.34
2003-04-30,KAZ,,13.78,38.65,11.58,21.34
2003-05-31,KAZ,,13.78,38.65,11.58,21.34
2003-06-30,KAZ,,13.78,38.65,11.58,21.34
2003-07-31,KAZ,,21.83,39.51,11.58,24.31
2003-08-31,KAZ,,21.83,39.51,11.58,24.31
2003-09-30,KAZ,,21.83,39.51,11.58,24.31
2003-10-31,KAZ,,21.83,39.51,11.58,24.31
2003-11-30,KAZ,,21.83,39.51,11.58,24.31
2003-12-31,KAZ,,21.83,39.51,11.58,24.31
2004-01-31,KAZ,0.22,21.83,39.51,11.11,18.17
2004-02-29,KAZ,0.2,21.83,39.51,11.11,18.16
2004-03-31,KAZ,0.19,21.83,39.51,11.11,18.16
2004-04-30,KAZ,0.14,21.83,39.51,11.11,18.15
2004-05-31,KAZ,0.14,21.83,39.51,11.11,18.15
2004-06-30,KAZ,0.13,21.83,39.51,11.11,18.15
2004-07-31,KAZ,0.13,8.43,37.67,11.11,14.34
2004-08-31,KAZ,0.5,8.43,37.67,11.11,14.43
2004-09-30,KAZ,0.49,8.43,37.67,11.11,14.43
2004-10-31,KAZ,0.67,8.43,37.67,11.11,14.47
2004-11-30,KAZ,0.47,8.43,37.67,11.11,14.42
2004-12-31,KAZ,1.76,8.43,37.67,11.11,14.75
2005-01-31,KAZ,2.66,8.43,37.67,10.47,14.81
2005-02-28,KAZ,2.81,8.43,37.67,10.47,14.85
2005-03-31,KAZ,5.15,8.43,37.67,10.47,15.43
2005-04-30,KAZ,5.09,8.43,37.67,10.47,15.42
2005-05-31,KAZ,5.7,8.43,37.67,10.47,15.57
2005-06-30,KAZ,6.75,8.43,37.67,10.47,15.83
2005-07-31,KAZ,6.93,10.7,35.32,10.47,15.86
2005-08-31,KAZ,5.04,10.7,35.32,10.47,15.38
2005-09-30,KAZ,7.12,10.7,35.32,10.47,15.9
2005-10-31,KAZ,7.84,10.7,35.32,10.47,16.08
2005-11-30,KAZ,8.24,10.7,35.32,10.47,16.18
2005-12-31,KAZ,7.86,10.7,35.32,10.47,16.09
2006-01-31,KAZ,7.6,10.7,35.32,10.1,15.93
2006-02-28,KAZ,7.01,10.7,35.32,10.1,15.79
2006-03-31,KAZ,2.36,10.7,35.32,10.1,14.62
2006-04-30,KAZ,1.66,10.7,35.32,10.1,14.45
2006-05-31,KAZ,0.56,10.7,35.32,10.1,14.17
2006-06-30,KAZ,0.27,10.7,35.32,10.1,14.1
2006-07-31,KAZ,0.27,10.61,39.11,10.1,15.03
2006-08-31,KAZ,2.53,10.61,39.11,10.1,15.59
2006-09-30,KAZ,1.84,10.61,39.11,10.1,15.42
2006-10-31,KAZ,1.98,10.61,39.11,10.1,15.45
2006-11-30,KAZ,2.03,10.61,39.11,10.1,15.46
2006-12-31,KAZ,1.81,10.61,39.11,10.1,15.41
2007-01-31,KAZ,2.08,10.61,39.11,8.9,15.18
2007-02-28,KAZ,1.8,10.61,39.11,8.9,15.11
2007-03-31,KAZ,4.19,10.61,39.11,8.9,15.7
2007-04-30,KAZ,4.14,10.61,39.11,8.9,15.69
2007-05-31,KAZ,6.88,10.61,39.11,8.9,16.38
2007-06-30,KAZ,8.11,10.61,39.11,8.9,16.68
2007-07-31,KAZ,8.66,1.27,35.98,8.9,13.7
2007-08-31,KAZ,6.88,1.27,35.98,8.9,13.26
2007-09-30,KAZ,4.38,1.27,35.98,8.9,12.63
2007-10-31,KAZ,4.22,1.27,35.98,8.9,12.59
2007-11-30,KAZ,4.18,1.27,35.98,8.9,12.58
2007-12-31,KAZ,4.48,1.27,35.98,8.9,12.66
2008-01-31,KAZ,4.52,1.27,35.98,7.78,12.39
2008-02-29,KAZ,5.41,1.27,35.98,7.78,12.61
2008-03-31,KAZ,5.93,1.27,35.98,7.78,12.74
2008-04-30,KAZ,6.82,1.27,35.98,7.78,12.96
2008-05-31,KAZ,5.1,1.27,35.98,7.78,12.53
2008-06-30,KAZ,5.18,1.27,35.98,7.78,12.55
2008-07-31,KAZ,4.52,2.78,43.88,7.78,14.74
2008-08-31,KAZ,3.6,2.78,43.88,7.78,14.51
2008-09-30,KAZ,5.35,2.78,43.88,7.78,14.95
2008-10-31,KAZ,5.9,2.78,43.88,7.78,15.08
2008-11-30,KAZ,5.89,2.78,43.88,7.78,15.08
2008-12-31,KAZ,6.04,2.78,43.88,7.78,15.12
2009-01-31,KAZ,6.3,2.78,43.88,7.35,15.08
2009-02-28,KAZ,16.3,2.78,43.88,7.35,17.58
2009-03-31,KAZ,16.04,2.78,43.88,7.35,17.51
2009-04-30,KAZ,16.11,2.78,43.88,7.35,17.53
2009-05-31,KAZ,15.12,2.78,43.88,7.35,17.28
2009-06-30,KAZ,15.14,2.78,43.88,7.35,17.29
2009-07-31,KAZ,15.37,0.0,52.97,7.35,18.92
2009-08-31,KAZ,15.69,0.0,52.97,7.35,19.0
2009-09-30,KAZ,15.83,0.0,52.97,7.35,19.04
2009-10-31,KAZ,15.38,0.0,52.97,7.35,18.92
2009-11-30,KAZ,14.48,0.0,52.97,7.35,18.7
2009-12-31,KAZ,14.29,0.0,52.97,7.35,18.65
2010-01-31,KAZ,14.05,0.0,52.97,6.07,18.27
2010-02-28,KAZ,4.49,0.0,52.97,6.07,15.88
2010-03-31,KAZ,4.16,0.0,52.97,6.07,15.8
2010-04-30,KAZ,4.18,0.0,52.97,6.07,15.8
2010-05-31,KAZ,4.33,0.0,52.97,6.07,15.84
2010-06-30,KAZ,4.56,0.0,52.97,6.07,15.9
2010-07-31,KAZ,4.49,0.0,45.84,6.07,14.1
2010-08-31,KAZ,4.0,0.0,45.84,6.07,13.98
2010-09-30,KAZ,4.34,0.0,45.84,6.07,14.06
2010-10-31,KAZ,4.44,0.0,45.84,6.07,14.09
2010-11-30,KAZ,5.18,0.0,45.84,6.07,14.27
2010-12-31,KAZ,5.27,0.0,45.84,6.07,14.29
2011-01-31,KAZ,5.06,0.0,45.84,5.14,14.01
2011-02-28,KAZ,5.14,0.0,45.84,5.14,14.03
2011-03-31,KAZ,5.07,0.0,45.84,5.14,14.01
2011-04-30,KAZ,5.17,0.0,45.84,5.14,14.04
2011-05-31,KAZ,4.92,0.0,45.84,5.14,13.98
2011-06-30,KAZ,5.22,0.0,45.84,5.14,14.05
2011-07-31,KAZ,5.13,0.41,37.8,5.14,12.12
2011-08-31,KAZ,5.48,0.41,37.8,5.14,12.21
2011-09-30,KAZ,5.58,0.41,37.8,5.14,12.23
2011-10-31,KAZ,5.57,0.41,37.8,5.14,12.23
2011-11-30,KAZ,5.68,0.41,37.8,5.14,12.26
2011-12-31,KAZ,5.5,0.41,37.8,5.14,12.21
2012-01-31,KAZ,5.62,0.41,37.8,3.56,11.85
2012-02-29,KAZ,5.84,0.41,37.8,3.56,11.9
2012-03-31,KAZ,6.0,0.41,37.8,3.56,11.94
2012-04-30,KAZ,6.06,0.41,37.8,3.56,11.96
2012-05-31,KAZ,6.41,0.41,37.8,3.56,12.05
2012-06-30,KAZ,6.19,0.41,37.8,3.56,11.99
2012-07-31,KAZ,6.37,0.0,37.06,3.56,11.75
2012-08-31,KAZ,6.38,0.0,37.06,3.56,11.75
2012-09-30,KAZ,5.89,0.0,37.06,3.56,11.63
2012-10-31,KAZ,6.14,0.0,37.06,3.56,11.69
2012-11-30,KAZ,5.82,0.0,37.06,3.56,11.61
2012-12-31,KAZ,6.32,0.0,37.06,3.56,11.74
2013-01-31,KAZ,6.21,0.0,37.06,3.03,11.57
2013-02-28,KAZ,6.32,0.0,37.06,3.03,11.6
2013-03-31,KAZ,6.35,0.0,37.06,3.03,11.61
2013-04-30,KAZ,6.29,0.0,37.06,3.03,11.6
2013-05-31,KAZ,6.28,0.0,37.06,3.03,11.59
2013-06-30,KAZ,6.16,0.0,37.06,3.03,11.56
2013-07-31,KAZ,6.51,0.02,41.25,3.03,12.7
2013-08-31,KAZ,6.54,0.02,41.25,3.03,12.71
2013-09-30,KAZ,6.74,0.02,41.25,3.03,12.76
2013-10-31,KAZ,6.56,0.02,41.25,3.03,12.71
2013-11-30,KAZ,6.57,0.02,41.25,3.03,12.72
2013-12-31,KAZ,6.74,0.02,41.25,3.03,12.76
2014-01-31,KAZ,6.94,0.02,41.25,2.19,12.6
2014-02-28,KAZ,6.64,0.02,41.25,2.19,12.52
2014-03-31,KAZ,5.85,0.02,41.25,2.19,12.33
2014-04-30,KAZ,5.91,0.02,41.25,2.19,12.34
2014-05-31,KAZ,6.13,0.02,41.25,2.19,12.4
2014-06-30,KAZ,5.94,0.02,41.25,2.19,12.35
2014-07-31,KAZ,5.42,0.77,40.75,2.19,12.28
2014-08-31,KAZ,4.9,0.77,40.75,2.19,12.16
2014-09-30,KAZ,5.12,0.77,40.75,2.19,12.21
2014-10-31,KAZ,4.93,0.77,40.75,2.19,12.16
2014-11-30,KAZ,4.88,0.77,40.75,2.19,12.15
2014-12-31,KAZ,4.7,0.77,40.75,2.19,12.1
2015-01-31,KAZ,5.09,0.77,40.75,2.4,12.25
2015-02-28,KAZ,5.38,0.77,40.75,2.4,12.33
2015-03-31,KAZ,6.18,0.77,40.75,2.4,12.53
2015-04-30,KAZ,6.19,0.77,40.75,2.4,12.53
2015-05-31,KAZ,5.88,0.77,40.75,2.4,12.45
2015-06-30,KAZ,6.06,0.77,40.75,2.4,12.5
2015-07-31,KAZ,6.33,2.76,43.58,2.4,13.77
2015-08-31,KAZ,22.94,2.76,43.58,2.4,17.92
2015-09-30,KAZ,31.0,2.76,43.58,2.4,19.93
2015-10-31,KAZ,33.46,2.76,43.58,2.4,20.55
2015-11-30,KAZ,40.4,2.76,43.58,2.4,22.28
2015-12-31,KAZ,48.9,2.76,43.58,2.4,24.41
2016-01-31,KAZ,50.72,2.76,43.58,2.98,25.01
2016-02-29,KAZ,50.23,2.76,43.58,2.98,24.89
2016-03-31,KAZ,48.17,2.76,43.58,2.98,24.37
2016-04-30,KAZ,44.24,2.76,43.58,2.98,23.39
2016-05-31,KAZ,45.7,2.76,43.58,2.98,23.76
2016-06-30,KAZ,46.42,2.76,43.58,2.98,23.94
2016-07-31,KAZ,49.56,6.73,46.97,2.98,26.56
2016-08-31,KAZ,25.79,6.73,46.97,2.98,20.62
2016-09-30,KAZ,17.62,6.73,46.97,2.98,18.58
2016-10-31,KAZ,15.18,6.73,46.97,2.98,17.97
2016-11-30,KAZ,10.86,6.73,46.97,2.98,16.89
2016-12-31,KAZ,4.37,6.73,46.97,2.98,15.27
2017-01-31,KAZ,0.34,6.73,46.97,1.94,14.0
2017-02-28,KAZ,0.39,6.73,46.97,1.94,14.01
2017-03-31,KAZ,1.59,6.73,46.97,1.94,14.31
2017-04-30,KAZ,3.29,6.73,46.97,1.94,14.74
2017-05-31,KAZ,1.89,6.73,46.97,1.94,14.39
2017-06-30,KAZ,3.2,6.73,46.97,1.94,14.71
2017-07-31,KAZ,1.85,5.56,51.27,1.94,15.15
2017-08-31,KAZ,5.43,5.56,51.27,1.94,16.05
2017-09-30,KAZ,6.18,5.56,51.27,1.94,16.24
2017-10-31,KAZ,5.81,5.56,51.27,1.94,16.14
2017-11-30,KAZ,4.58,5.56,51.27,1.94,15.84
2017-12-31,KAZ,5.45,5.56,51.27,1.94,16.06
2018-01-31,KAZ,4.97,5.56,51.27,1.26,15.77
2018-02-28,KAZ,6.79,5.56,51.27,1.26,16.22
2018-03-31,KAZ,6.31,5.56,51.27,1.26,16.1
2018-04-30,KAZ,7.97,5.56,51.27,1.26,16.51
2018-05-31,KAZ,8.83,5.56,51.27,1.26,16.73
2018-06-30,KAZ,8.55,5.56,51.27,1.26,16.66
2018-07-31,KAZ,8.84,6.99,42.18,1.26,14.82
2018-08-31,KAZ,9.65,6.99,42.18,1.26,15.02
2018-09-30,KAZ,9.0,6.99,42.18,1.26,14.86
2018-10-31,KAZ,10.77,6.99,42.18,1.26,15.3
2018-11-30,KAZ,11.96,6.99,42.18,1.26,15.6
2018-12-31,KAZ,11.9,6.99,42.18,1.26,15.58
2019-01-31,KAZ,14.43,6.99,42.18,1.65,16.31
2019-02-28,KAZ,14.54,6.99,42.18,1.65,16.34
2019-03-31,KAZ,15.13,6.99,42.18,1.65,16.49
2019-04-30,KAZ,13.0,6.99,42.18,1.65,15.96
2019-05-31,KAZ,13.24,6.99,42.18,1.65,16.02
2019-06-30,KAZ,10.98,6.99,42.18,1.65,15.45
2019-07-31,KAZ,10.91,5.66,41.81,1.65,15.01
2019-08-31,KAZ,8.69,5.66,41.81,1.65,14.45
2019-09-30,KAZ,8.89,5.66,41.81,1.65,14.5
2019-10-31,KAZ,7.92,5.66,41.81,1.65,14.26
2019-11-30,KAZ,6.79,5.66,41.81,1.65,13.98
2019-12-31,KAZ,6.28,5.66,41.81,1.65,13.85
2020-01-31,KAZ,4.92,5.66,41.81,2.37,13.69
2020-02-29,KAZ,5.4,5.66,41.81,2.37,13.81
2020-03-31,KAZ,13.14,5.66,41.81,2.37,15.74
2020-04-30,KAZ,12.38,5.66,41.81,2.37,15.56
2020-05-31,KAZ,9.51,5.66,41.81,2.37,14.84
2020-06-30,KAZ,8.23,5.66,41.81,2.37,14.52
2020-07-31,KAZ,9.44,9.21,43.06,2.37,16.02
2020-08-31,KAZ,9.31,9.21,43.06,2.37,15.99
2020-09-30,KAZ,10.69,9.21,43.06,2.37,16.33
2020-10-31,KAZ,11.27,9.21,43.06,2.37,16.48
2020-11-30,KAZ,10.23,9.21,43.06,2.37,16.22
2020-12-31,KAZ,10.6,9.21,43.06,2.37,16.31
2021-01-31,KAZ,11.38,9.21,43.06,2.77,16.6
2021-02-28,KAZ,10.01,9.21,43.06,2.77,16.26
2021-03-31,KAZ,3.58,9.21,43.06,2.77,14.65
2021-04-30,KAZ,5.2,9.21,43.06,2.77,15.06
2021-05-31,KAZ,7.4,9.21,43.06,2.77,15.61
2021-06-30,KAZ,8.47,9.21,43.06,2.77,15.88
2021-07-31,KAZ,6.27,14.15,50.42,2.77,18.4
2021-08-31,KAZ,6.3,14.15,50.42,2.77,18.41
2021-09-30,KAZ,4.69,14.15,50.42,2.77,18.01
2021-10-31,KAZ,4.62,14.15,50.42,2.77,17.99
2021-11-30,KAZ,6.84,14.15,50.42,2.77,18.54
2021-12-31,KAZ,7.18,14.15,50.42,2.77,18.63
2022-01-31,KAZ,6.53,14.15,50.42,5.31,19.1
2022-02-28,KAZ,12.07,14.15,50.42,5.31,20.49
2022-03-31,KAZ,10.93,14.15,50.42,5.31,20.2
2022-04-30,KAZ,8.0,14.15,50.42,5.31,19.47
2022-05-31,KAZ,6.49,14.15,50.42,5.31,19.09
2022-06-30,KAZ,9.51,14.15,50.42,5.31,19.85
2022-07-31,KAZ,12.01,7.46,42.85,5.31,16.91
2022-08-31,KAZ,10.99,7.46,42.85,5.31,16.65
2022-09-30,KAZ,11.75,7.46,42.85,5.31,16.84
2022-10-31,KAZ,9.73,7.46,42.85,5.31,16.34
2022-11-30,KAZ,9.41,7.46,42.85,5.31,16.26
2022-12-31,KAZ,8.42,7.46,42.85,5.31,16.01
2023-01-31,KAZ,8.55,7.46,42.85,4.46,15.83
2023-02-28,KAZ,3.36,7.46,42.85,4.46,14.53
2023-03-31,KAZ,3.54,7.46,42.85,4.46,14.58
2023-04-30,KAZ,6.76,7.46,42.85,4.46,15.38
2023-05-31,KAZ,6.86,7.46,42.85,4.46,15.41
2023-06-30,KAZ,4.7,7.46,42.85,4.46,14.87
2023-07-31,KAZ,30.55,13.32,48.61,4.46,24.24
2023-08-31,KAZ,34.48,13.32,48.61,4.46,25.22
2023-09-30,KAZ,32.25,13.32,48.61,4.46,24.66
2023-10-31,KAZ,46.96,13.32,48.61,4.46,28.34
2023-11-30,KAZ,35.66,13.32,48.61,4.46,25.51
2023-12-31,KAZ,32.38,13.32,48.61,4.46,24.69
2024-01-31,KAZ,21.91,13.32,48.61,3.36,21.8
2024-02-29,KAZ,19.33,13.32,48.61,3.36,21.15
2024-03-31,KAZ,14.29,13.32,48.61,3.36,19.89
2024-04-30,KAZ,14.28,13.32,48.61,3.36,19.89
2024-05-31,KAZ,14.45,13.32,48.61,3.36,19.93
2024-06-30,KAZ,22.98,13.32,48.61,3.36,22.07
2024-07-31,KAZ,26.6,11.43,49.46,3.36,22.71
2024-08-31,KAZ,28.15,11.43,49.46,3.36,23.1
2024-09-30,KAZ,26.37,11.43,49.46,3.36,22.66
2024-10-31,KAZ,15.66,11.43,49.46,3.36,19.98
2024-11-30,KAZ,21.63,11.43,49.46,3.36,21.47
2024-12-31,KAZ,23.21,11.43,49.46,3.36,21.87
2025-01-31,KAZ,26.39,11.43,49.46,1.46,22.19
2025-02-28,KAZ,22.73,11.43,49.46,1.46,21.27
2025-03-31,KAZ,27.36,11.43,49.46,1.46,22.43
2025-04-30,KAZ,43.48,11.43,49.46,1.46,26.46
2025-05-31,KAZ,33.64,11.43,49.46,1.46,24.0
2025-06-30,KAZ,24.55,11.43,49.46,1.46,21.73
2025-07-31,KAZ,8.23,10.41,43.06,1.46,15.79
2025-08-31,KAZ,13.75,10.41,43.06,1.46,17.17
2025-09-30,KAZ,13.56,10.41,43.06,1.46,17.12
2025-10-31,KAZ,19.16,10.41,43.06,1.46,18.52
2025-11-30,KAZ,22.3,10.41,43.06,1.46,19.31
2025-12-31,KAZ,21.94,10.41,43.06,1.46,19.22
2026-01-31,KAZ,17.18,10.41,43.06,2.59,18.31
2026-02-28,KAZ,19.0,10.41,43.06,2.59,18.76
2026-03-31,KAZ,30.27,10.41,43.06,2.59,21.58
2026-04-30,KAZ,15.12,10.41,43.06,2.59,17.79
2026-05-31,KAZ,12.15,10.41,43.06,2.59,17.05
2026-06-30,KAZ,7.38,10.41,43.06,2.59,15.86
2000-01-31,UZB,,,,26.56,
2000-02-29,UZB,,,,26.56,
2000-03-31,UZB,,,,26.56,
2000-04-30,UZB,,,,26.56,
2000-05-31,UZB,,,,26.56,
2000-06-30,UZB,,,,26.56,
2000-07-31,UZB,,,,26.56,
2000-08-31,UZB,,,,26.56,
2000-09-30,UZB,,,,26.56,
2000-10-31,UZB,,,,26.56,
2000-11-30,UZB,,,,26.56,
2000-12-31,UZB,,,,26.56,
2001-01-31,UZB,,,,26.12,
2001-02-28,UZB,,,,26.12,
2001-03-31,UZB,,,,26.12,
2001-04-30,UZB,,,,26.12,
2001-05-31,UZB,,,,26.12,
2001-06-30,UZB,,,,26.12,
2001-07-31,UZB,,,47.25,26.12,36.68
2001-08-31,UZB,,,47.25,26.12,36.68
2001-09-30,UZB,,,47.25,26.12,36.68
2001-10-31,UZB,,,47.25,26.12,36.68
2001-11-30,UZB,,,47.25,26.12,36.68
2001-12-31,UZB,,,47.25,26.12,36.68
2002-01-31,UZB,,,47.25,25.7,36.47
2002-02-28,UZB,,,47.25,25.7,36.47
2002-03-31,UZB,,,47.25,25.7,36.47
2002-04-30,UZB,,,47.25,25.7,36.47
2002-05-31,UZB,,,47.25,25.7,36.47
2002-06-30,UZB,,,47.25,25.7,36.47
2002-07-31,UZB,,0.0,45.7,25.7,23.8
2002-08-31,UZB,,0.0,45.7,25.7,23.8
2002-09-30,UZB,,0.0,45.7,25.7,23.8
2002-10-31,UZB,,0.0,45.7,25.7,23.8
2002-11-30,UZB,,0.0,45.7,25.7,23.8
2002-12-31,UZB,,0.0,45.7,25.7,23.8
2003-01-31,UZB,,0.0,45.7,25.81,23.83
2003-02-28,UZB,,0.0,45.7,25.81,23.83
2003-03-31,UZB,,0.0,45.7,25.81,23.83
2003-04-30,UZB,,0.0,45.7,25.81,23.83
2003-05-31,UZB,,0.0,45.7,25.81,23.83
2003-06-30,UZB,,0.0,45.7,25.81,23.83
2003-07-31,UZB,,0.99,46.59,25.81,24.46
2003-08-31,UZB,,0.99,46.59,25.81,24.46
2003-09-30,UZB,,0.99,46.59,25.81,24.46
2003-10-31,UZB,,0.99,46.59,25.81,24.46
2003-11-30,UZB,,0.99,46.59,25.81,24.46
2003-12-31,UZB,,0.99,46.59,25.81,24.46
2004-01-31,UZB,,0.99,46.59,25.8,24.46
2004-02-29,UZB,,0.99,46.59,25.8,24.46
2004-03-31,UZB,,0.99,46.59,25.8,24.46
2004-04-30,UZB,,0.99,46.59,25.8,24.46
2004-05-31,UZB,,0.99,46.59,25.8,24.46
2004-06-30,UZB,,0.99,46.59,25.8,24.46
2004-07-31,UZB,,1.44,45.37,25.8,24.2
2004-08-31,UZB,,1.44,45.37,25.8,24.2
2004-09-30,UZB,,1.44,45.37,25.8,24.2
2004-10-31,UZB,,1.44,45.37,25.8,24.2
2004-11-30,UZB,0.0,1.44,45.37,25.8,18.15
2004-12-31,UZB,0.0,1.44,45.37,25.8,18.15
2005-01-31,UZB,0.0,1.44,45.37,27.12,18.48
2005-02-28,UZB,0.0,1.44,45.37,27.12,18.48
2005-03-31,UZB,0.0,1.44,45.37,27.12,18.48
2005-04-30,UZB,0.0,1.44,45.37,27.12,18.48
2005-05-31,UZB,0.0,1.44,45.37,27.12,18.48
2005-06-30,UZB,0.0,1.44,45.37,27.12,18.48
2005-07-31,UZB,0.0,1.48,30.22,27.12,14.7
2005-08-31,UZB,0.0,1.48,30.22,27.12,14.7
2005-09-30,UZB,9.17,1.48,30.22,27.12,16.99
2005-10-31,UZB,10.84,1.48,30.22,27.12,17.41
2005-11-30,UZB,10.84,1.48,30.22,27.12,17.41
2005-12-31,UZB,9.27,1.48,30.22,27.12,17.02
2006-01-31,UZB,5.29,1.48,30.22,27.38,16.09
2006-02-28,UZB,5.29,1.48,30.22,27.38,16.09
2006-03-31,UZB,5.29,1.48,30.22,27.38,16.09
2006-04-30,UZB,5.29,1.48,30.22,27.38,16.09
2006-05-31,UZB,5.29,1.48,30.22,27.38,16.09
2006-06-30,UZB,5.29,1.48,30.22,27.38,16.09
2006-07-31,UZB,5.29,16.14,18.74,27.38,16.89
2006-08-31,UZB,5.29,16.14,18.74,27.38,16.89
2006-09-30,UZB,5.29,16.14,18.74,27.38,16.89
2006-10-31,UZB,5.29,16.14,18.74,27.38,16.89
2006-11-30,UZB,5.29,16.14,18.74,27.38,16.89
2006-12-31,UZB,5.29,16.14,18.74,27.38,16.89
2007-01-31,UZB,5.29,16.14,18.74,26.94,16.78
2007-02-28,UZB,5.29,16.14,18.74,26.94,16.78
2007-03-31,UZB,5.29,16.14,18.74,26.94,16.78
2007-04-30,UZB,5.29,16.14,18.74,26.94,16.78
2007-05-31,UZB,5.29,16.14,18.74,26.94,16.78
2007-06-30,UZB,5.29,16.14,18.74,26.94,16.78
2007-07-31,UZB,5.29,16.59,15.74,26.94,16.14
2007-08-31,UZB,5.29,16.59,15.74,26.94,16.14
2007-09-30,UZB,5.29,16.59,15.74,26.94,16.14
2007-10-31,UZB,5.29,16.59,15.74,26.94,16.14
2007-11-30,UZB,5.29,16.59,15.74,26.94,16.14
2007-12-31,UZB,5.29,16.59,15.74,26.94,16.14
2008-01-31,UZB,5.29,16.59,15.74,25.01,15.66
2008-02-29,UZB,5.29,16.59,15.74,25.01,15.66
2008-03-31,UZB,5.29,16.59,15.74,25.01,15.66
2008-04-30,UZB,5.29,16.59,15.74,25.01,15.66
2008-05-31,UZB,5.29,16.59,15.74,25.01,15.66
2008-06-30,UZB,5.29,16.59,15.74,25.01,15.66
2008-07-31,UZB,5.29,12.52,12.71,25.01,13.88
2008-08-31,UZB,5.29,12.52,12.71,25.01,13.88
2008-09-30,UZB,5.29,12.52,12.71,25.01,13.88
